command,mean,stddev,median,user,system,min,max,parameter_num_threads
./cpp/mandelbrot.out 1 < mandelbrot.in > out/220907003457/cpp.out,43.326503633479994,0.12718893849057936,43.29566116268,43.0435086,0.22855559999999997,43.23706539168,43.67056743368,1
./cpp/mandelbrot.out 2 < mandelbrot.in > out/220907003457/cpp.out,22.24289775828,0.003987588751552181,22.24354345418,43.88503920000001,0.14663980000000001,22.236102433680003,22.24862572468,2
./cpp/mandelbrot.out 3 < mandelbrot.in > out/220907003457/cpp.out,15.19878090008,0.004932334456690261,15.199368225179999,44.593417300000006,0.1285248,15.19104989168,15.20826080868,3
./cpp/mandelbrot.out 4 < mandelbrot.in > out/220907003457/cpp.out,11.54000124998,0.004277553242190204,11.53962307918,44.706877199999994,0.12286959999999998,11.53447659968,11.54948347468,4
./cpp/mandelbrot.out 5 < mandelbrot.in > out/220907003457/cpp.out,9.40178566658,0.005744715617373887,9.40155699568,45.105099499999994,0.127249,9.39494334968,9.413048849679999,5
./cpp/mandelbrot.out 6 < mandelbrot.in > out/220907003457/cpp.out,8.06706686678,0.09158439484594588,8.03819801668,45.815437,0.14733939999999998,8.02705214168,8.32653393368,6
./cpp/mandelbrot.out 7 < mandelbrot.in > out/220907003457/cpp.out,7.387206929079999,0.025479824508160425,7.38233449568,47.4498567,0.14165849999999997,7.351236849679999,7.42853751668,7
./cpp/mandelbrot.out 8 < mandelbrot.in > out/220907003457/cpp.out,6.68789812898,0.04289910727175824,6.67461193318,49.208291,0.1350307,6.655763266679999,6.79973109968,8
./cpp/mandelbrot.out 9 < mandelbrot.in > out/220907003457/cpp.out,6.671772299979999,0.01573222115827684,6.674055704179999,49.259709,0.142492,6.65119439168,6.70424280868,9
./cpp/mandelbrot.out 10 < mandelbrot.in > out/220907003457/cpp.out,6.678557333480001,0.02127041067527568,6.68093260018,49.2323732,0.1445049,6.64181180868,6.7023409336799995,10
./cpp/mandelbrot.out 11 < mandelbrot.in > out/220907003457/cpp.out,6.742992249979999,0.06645415745375219,6.715749412679999,49.1370765,0.16161029999999998,6.676129683679999,6.8672719746799995,11
./cpp/mandelbrot.out 12 < mandelbrot.in > out/220907003457/cpp.out,6.688458424879999,0.027016374942796392,6.68853272518,49.2325395,0.1447785,6.6493384746799995,6.745791349679999,12
./cpp/mandelbrot.out 13 < mandelbrot.in > out/220907003457/cpp.out,6.669596737480001,0.014625228963617301,6.66930947518,49.27375850000001,0.1462985,6.6513197246799995,6.69508593368,13
./cpp/mandelbrot.out 14 < mandelbrot.in > out/220907003457/cpp.out,6.670091429179999,0.025133095603085825,6.665049121179999,49.2747325,0.14558520000000003,6.639463141679999,6.72473451668,14
./cpp/mandelbrot.out 15 < mandelbrot.in > out/220907003457/cpp.out,6.69734621658,0.021284405651031946,6.688984620679999,49.2141868,0.14590399999999998,6.67105039168,6.73519234968,15
./cpp/mandelbrot.out 16 < mandelbrot.in > out/220907003457/cpp.out,6.69349173748,0.029868044325852022,6.69213549618,49.2441703,0.1434989,6.654530558679999,6.761247099679999,16
